filename,width,height,channels,mean_luminosity,median_luminosity,std_luminosity,min_luminosity,max_luminosity,median_saturation,mean_saturation,std_saturation,min_saturation,max_saturation,predominant_color,predominant_color_percentage,color_category,color_temperature,name,likes,comments,date,engagement_total
zara_15500_134_24072025.png,1064,1376,3,155.195274250306,182.0,61.28947410212479,11,251,20.0,32.56065172014338,27.024948931385545,0,170,"(np.int64(218), np.int64(216), np.int64(211))",33.52619830827068,White,warm,zara,15500.0,134.0,2025-07-24,15634.0
zara_159000_1071_01042024(1).png,1060,1374,3,146.9284323418747,152.0,66.87544498750033,11,254,111.0,97.27220620142265,41.43029737187891,0,249,"(np.int64(71), np.int64(58), np.int64(33))",24.660336162148802,Orange,warm,zara,159000.0,1071.0,2024-04-01,160071.0
zara_16000_716_28062024(1).png,1060,1374,3,165.45957677624892,185.0,63.312108681826594,0,255,1.0,1.539834802669523,3.1933223691518506,0,255,"(np.int64(223), np.int64(223), np.int64(223))",33.690024992447334,White,warm,zara,16000.0,716.0,2024-06-28,16716.0
zara_16100_440_11122024(1).png,1342,998,3,114.11440839951139,93.0,55.48432845594095,14,255,36.0,43.890668072359325,29.59274651808454,0,255,"(np.int64(89), np.int64(81), np.int64(75))",34.87608600210854,Orange,warm,zara,16100.0,440.0,2024-12-11,16540.0
zara_163000_11600_06042024(1).png,1060,1372,3,122.28463818141812,69.0,87.93058190980844,10,253,38.0,53.25046413444084,45.56074402646186,0,255,"(np.int64(46), np.int64(37), np.int64(33))",37.87460806424996,Orange,warm,zara,163000.0,11600.0,2024-04-06,174600.0
zara_16400_226_01082024.png,1340,998,3,128.47717300272186,128.0,53.85224460286106,0,255,68.0,74.06449466096372,45.06991679906673,0,255,"(np.int64(113), np.int64(94), np.int64(82))",31.319130798911253,Orange,warm,zara,16400.0,226.0,2024-08-01,16626.0
zara_16400_549_19122024(1).png,1344,1000,3,64.29268154761905,42.0,49.317416524294245,0,254,54.0,57.80299553571429,40.03415012021854,0,255,"(np.int64(31), np.int64(30), np.int64(27))",53.946354166666666,Black,warm,zara,16400.0,549.0,2024-12-19,16949.0
zara_16500_189_10102024(1).png,1058,1372,3,132.88724737802224,160.0,68.99527496312886,0,240,1.0,3.07755294934609,6.989140491412709,0,255,"(np.int64(172), np.int64(172), np.int64(172))",27.570860912552973,Gray,warm,zara,16500.0,189.0,2024-10-10,16689.0
zara_168000_1503_05022024(1).png,1060,1374,3,156.05976490620967,173.0,55.04590007372454,5,253,14.0,45.54866111889264,69.51982929409454,0,255,"(np.int64(178), np.int64(169), np.int64(166))",42.29587212655516,Gray,warm,zara,168000.0,1503.0,2024-02-05,169503.0
zara_174000_1130_28022024(1).png,1062,1374,3,169.2556456056382,187.0,60.53479239953085,1,249,32.0,44.151068265364025,41.40409678740676,0,255,"(np.int64(200), np.int64(187), np.int64(176))",35.544289015534666,Gray,warm,zara,174000.0,1130.0,2024-02-28,175130.0
zara_180000_1404_11022024(1).png,1060,1372,3,152.86288781011058,127.0,80.825642836618,1,255,1.0,1.8176763023268607,2.949904059292388,0,102,"(np.int64(246), np.int64(246), np.int64(246))",38.42194290114968,White,warm,zara,180000.0,1404.0,2024-02-11,181404.0
zara_181000_1366_08022024.png,1054,1374,3,153.1871521534378,187.0,82.3263929359868,0,254,18.0,42.208727271722886,45.27529445716726,0,255,"(np.int64(240), np.int64(237), np.int64(229))",27.64715549552685,White,warm,zara,181000.0,1366.0,2024-02-08,182366.0
zara_183000_1240_23032024(1).png,1060,1372,3,114.44185530007151,101.0,83.0924517973954,0,254,81.0,84.73937028989494,60.36663223847375,0,255,"(np.int64(237), np.int64(234), np.int64(222))",26.987320534682873,White,warm,zara,183000.0,1240.0,2024-03-23,184240.0
zara_18300_484_21092024(1).png,1342,994,3,164.95943919852948,187.0,68.06166241228256,0,255,1.0,2.80647446527151,11.241465497435136,0,255,"(np.int64(219), np.int64(219), np.int64(219))",45.9448944036799,White,warm,zara,18300.0,484.0,2024-09-21,18784.0
zara_18700_264_19072024(1).png,1058,1368,3,64.19725787373285,4.0,84.88901566546865,0,255,4.0,47.11977180269514,76.13785151911469,0,255,"(np.int64(2), np.int64(2), np.int64(2))",61.4520114084834,Black,warm,zara,18700.0,264.0,2024-07-19,18964.0
zara_18900_167_22102024(1).png,1060,1372,3,119.25693244952967,116.0,69.10040153175544,0,255,40.0,60.281941388415206,59.18508091889897,0,255,"(np.int64(192), np.int64(203), np.int64(208))",29.78388525221409,White,warm,zara,18900.0,167.0,2024-10-22,19067.0
zara_18900_505_22042024(1).png,1060,1368,3,166.7725553072934,175.0,38.46950110001942,24,253,32.0,29.883474015226746,17.2805204475493,0,141,"(np.int64(176), np.int64(186), np.int64(197))",42.91811486262827,Gray,warm,zara,18900.0,505.0,2024-04-22,19405.0
zara_19100_274_13122024(1).png,1058,1374,3,39.952553911007286,20.0,49.85182285938721,0,255,121.0,116.31216791452384,54.54136755028721,0,255,"(np.int64(8), np.int64(14), np.int64(23))",54.70966339499701,Blue,cool,zara,19100.0,274.0,2024-12-13,19374.0
zara_196000_817_19032024(1).png,1058,1374,3,73.99082542932065,75.0,26.11224248962236,14,238,52.0,76.92736494388082,68.4263762097242,0,255,"(np.int64(76), np.int64(81), np.int64(89))",45.51686326952339,Gray,warm,zara,196000.0,817.0,2024-03-19,196817.0
zara_20000_298_09102024.png,1060,1368,3,121.04861249034536,130.0,49.51531306095344,13,248,28.0,40.163336505572104,26.752321067857572,0,236,"(np.int64(168), np.int64(164), np.int64(153))",31.391509433962266,Gray,warm,zara,20000.0,298.0,2024-10-09,20298.0
zara_20100_117+30112024(1).png,1128,1414,3,57.91684848576043,58.0,21.544558059999922,10,254,118.0,106.35233969825553,38.22222061295653,0,255,"(np.int64(38), np.int64(31), np.int64(28))",30.932506244545426,Orange,warm,,,,,
zara_20100_250_15082024.png,1346,892,3,190.98747576276494,199.0,34.60217421470893,0,254,4.0,14.355239573824452,38.04922200580336,0,255,"(np.int64(204), np.int64(204), np.int64(206))",55.04309397050886,White,warm,zara,20100.0,250.0,2024-08-15,20350.0
zara_2024_44_25072025.png,1058,1372,3,151.0092492573589,148.0,47.56402436231743,1,255,1.0,1.285169360749971,1.6260439818820431,0,170,"(np.int64(109), np.int64(109), np.int64(109))",34.1658996842053,Gray,warm,zara,2024.0,44.0,2025-07-25,2068.0
zara_20900_204_20112024(1).png,1060,1376,3,152.65241196796842,150.0,65.25350391572549,5,255,68.0,82.49310484313295,63.831504548423,0,255,"(np.int64(214), np.int64(179), np.int64(173))",23.493445590171127,Red,warm,zara,20900.0,204.0,2024-11-20,21104.0
zara_21000_313_17092024.png,1062,1374,3,95.50884807166726,65.0,59.32073601932513,0,252,26.0,41.26160302853368,42.68811358196436,0,255,"(np.int64(65), np.int64(59), np.int64(53))",48.42659067919966,Orange,warm,zara,21000.0,313.0,2024-09-17,21313.0
zara_22000_200_27102024(1).png,1062,1372,3,179.7246908852322,220.0,68.47024882565191,3,231,7.0,24.39317078728182,32.1504069273489,0,239,"(np.int64(220), np.int64(221), np.int64(216))",70.56237749337024,White,warm,zara,22000.0,200.0,2024-10-27,22200.0
zara_222000_1522_18032024(1).png,1346,1002,3,94.10763762222953,76.0,64.92038739992,0,248,57.0,61.3345945553173,40.186841082905566,0,255,"(np.int64(60), np.int64(58), np.int64(58))",32.51127759340161,Gray,warm,zara,222000.0,1522.0,2024-03-18,223522.0
zara_22200_309_08122024(1).png,1060,1374,3,95.68398492213892,85.0,74.93215811866756,0,254,22.0,51.57977946225042,59.59963562383951,0,255,"(np.int64(17), np.int64(18), np.int64(12))",35.543448408448,Yellow,warm,zara,22200.0,309.0,2024-12-08,22509.0
zara_22300_352_08102024(1).png,1132,1418,3,172.21168395241395,204.0,74.43567356526033,0,255,1.0,2.0253243258060176,6.7537112790639044,0,255,"(np.int64(236), np.int64(235), np.int64(235))",39.173835143311386,White,warm,zara,22300.0,352.0,2024-10-08,22652.0
zara_22400_375_29072024(1).png,1060,1370,3,110.7098553918193,130.0,54.260508278823174,0,252,36.0,46.81737846026718,34.37356982007935,0,255,"(np.int64(133), np.int64(129), np.int64(128))",27.477895606665747,Gray,warm,zara,22400.0,375.0,2024-07-29,22775.0
zara_22500_202_09092024(1).png,1060,1368,3,80.37151122696679,60.0,58.178643526435565,3,254,49.0,63.262862738607524,50.47326359539728,0,255,"(np.int64(64), np.int64(47), np.int64(50))",29.20156129317003,Red,warm,zara,22500.0,202.0,2024-09-09,22702.0
zara_22600_290_18062025.png,1340,1016,3,119.20035256786932,98.0,67.73587526931856,23,252,36.0,39.612627805852625,21.61847979942084,0,240,"(np.int64(44), np.int64(47), np.int64(42))",29.613644376542485,Black,warm,zara,22600.0,290.0,2025-06-18,22890.0
zara_22800_220_05082024(1).png,1060,1372,3,124.69280350954398,145.0,52.41571136474466,0,193,34.0,71.58878926233567,62.05731208517046,0,255,"(np.int64(176), np.int64(171), np.int64(161))",41.18694647670389,Gray,warm,zara,22800.0,220.0,2024-08-05,23020.0
zara_24100_144_17072025.png,1060,1374,3,179.57443766993492,196.0,47.7864110201514,4,254,81.0,76.02346612287495,44.497419761267025,0,255,"(np.int64(229), np.int64(185), np.int64(158))",42.979731399851694,Orange,warm,zara,24100.0,144.0,2025-07-17,24244.0
zara_24100_144_25072025.png,1060,1374,3,179.67480225755952,196.0,47.65392364496652,5,254,81.0,76.15791313064733,44.49577024926954,0,255,"(np.int64(229), np.int64(185), np.int64(158))",43.02834308313422,Orange,warm,zara,24100.0,144.0,2025-07-25,24244.0
zara_24300_514_12072024(1).png,1058,1374,3,104.81070749512277,99.0,54.60240996610614,2,247,49.0,54.49358185915586,31.82781849898729,0,255,"(np.int64(36), np.int64(38), np.int64(38))",23.725796110868053,Black,warm,zara,24300.0,514.0,2024-07-12,24814.0
zara_24600_193_06092024(1).png,1062,1372,3,128.0108245073655,116.0,79.91562154864044,0,255,23.0,31.854590464111393,26.683375646229244,0,255,"(np.int64(36), np.int64(43), np.int64(45))",33.182962450516925,Cyan,cool,zara,24600.0,193.0,2024-09-06,24793.0
zara_24600_697_13122024(1).png,1058,1372,3,124.3197001052649,128.0,85.04583043517096,0,251,1.0,8.26890910293364,29.015097866074864,0,255,"(np.int64(222), np.int64(222), np.int64(222))",31.258025759588197,White,warm,zara,24600.0,697.0,2024-12-13,25297.0
zara_25000_208_18062024(1).png,1058,1372,3,151.7001645108489,171.0,45.80946843657881,14,218,46.0,53.32487241453427,33.368741942430866,0,250,"(np.int64(189), np.int64(183), np.int64(167))",53.59147574773901,Gray,warm,zara,25000.0,208.0,2024-06-18,25208.0
zara_25200_230_08092024(1).png,1062,1372,3,130.33664272811626,134.0,72.55172335829837,3,240,37.0,57.19953138640444,53.60285088839182,0,255,"(np.int64(216), np.int64(216), np.int64(213))",30.84909104884892,White,warm,zara,25200.0,230.0,2024-09-08,25430.0
zara_25600_208_25102024(1).png,1060,1366,3,45.16634782728805,33.0,34.27576950030595,3,254,116.0,119.45010911903644,57.54484212452081,0,238,"(np.int64(9), np.int64(23), np.int64(30))",36.086977540816044,Blue,cool,zara,25600.0,208.0,2024-10-25,25808.0
zara_25900_271_27082024(1).png,1060,1370,3,167.57068929899464,216.0,75.55227651295344,0,255,21.0,44.7940428315659,40.74864417173689,0,255,"(np.int64(226), np.int64(226), np.int64(214))",58.01866134141302,White,warm,zara,25900.0,271.0,2024-08-27,26171.0
zara_26300_442_01092024(1).png,1056,1370,3,92.98466116456537,62.0,65.43812821971909,9,249,79.0,89.76426744636143,61.4943969334771,0,255,"(np.int64(39), np.int64(39), np.int64(21))",44.01432205264322,Yellow,warm,zara,26300.0,442.0,2024-09-01,26742.0
zara_27600_230_19092024(1).png,1060,1374,3,98.50410246903408,84.0,74.53562170902548,1,215,35.0,63.418012413830986,63.07492233914577,0,255,"(np.int64(11), np.int64(14), np.int64(21))",31.98106341490209,Blue,cool,zara,27600.0,230.0,2024-09-19,27830.0
zara_28100_241_11082024(1).png,1056,1368,3,145.6287373460482,134.0,68.0731865564844,5,255,48.0,46.591157601231615,32.75928520657137,0,246,"(np.int64(240), np.int64(242), np.int64(242))",23.951895600744287,White,warm,zara,28100.0,241.0,2024-08-11,28341.0
zara_28100_296_15072025.png,1060,1374,3,209.75097635329982,217.0,30.52353460809981,14,250,5.0,15.246328719343056,17.622023863188506,0,218,"(np.int64(232), np.int64(228), np.int64(225))",40.218683914201755,White,warm,zara,28100.0,296.0,2025-07-15,28396.0
zara_30100_391_20072025.png,1062,1374,3,184.70228716244927,191.0,46.610649832953015,2,255,1.0,1.1068402426555044,2.0325289799787796,0,128,"(np.int64(195), np.int64(195), np.int64(195))",40.480801651329365,Gray,warm,zara,30100.0,391.0,2025-07-20,30491.0
zara_30400_342_22072025.png,1062,1374,3,171.74576682374033,168.0,34.69371660697009,14,243,52.0,55.21750384460398,17.232222462067355,0,222,"(np.int64(193), np.int64(159), np.int64(158))",36.51907773364365,Red,warm,zara,30400.0,342.0,2025-07-22,30742.0
zara_30900_225_14072025.png,1344,1020,3,109.33701126283847,110.0,59.59754568481282,0,255,22.0,38.28632848972922,37.735771233938664,0,255,"(np.int64(117), np.int64(114), np.int64(108))",32.55653302987862,Gray,warm,zara,30900.0,225.0,2025-07-14,31125.0
zara_3119_126_24072025.png,1062,1372,3,185.96482378262039,225.0,69.68397449059852,29,255,7.0,41.9309501847551,48.314572616671335,0,210,"(np.int64(248), np.int64(247), np.int64(246))",40.1208869342733,White,warm,zara,3119.0,126.0,2025-07-24,3245.0
zara_31200_389_19082024(1).png,1342,998,3,103.5951060093361,95.0,66.80909606113694,9,253,48.0,57.98555979320788,47.11137023982686,0,243,"(np.int64(33), np.int64(39), np.int64(38))",40.667549704476016,Cyan,warm,zara,31200.0,389.0,2024-08-19,31589.0
zara_32100_368_16082024(1).png,1060,1372,3,117.01110415864459,112.0,39.88941578358179,6,239,118.0,104.72855423840696,46.81615318880604,0,255,"(np.int64(170), np.int64(87), np.int64(82))",25.449694702678915,Red,warm,zara,32100.0,368.0,2024-08-16,32468.0
zara_32800_476_21062024(1).png,1058,1370,3,181.0083996798808,205.0,65.64787324913728,1,255,24.0,36.5267713493301,33.86056971211882,0,255,"(np.int64(230), np.int64(234), np.int64(240))",41.11137941026313,White,warm,zara,32800.0,476.0,2024-06-21,33276.0
zara_33700_208_13072025.png,990,1288,3,188.99919536984754,223.0,64.16166306884215,13,253,3.0,18.115891053391053,25.90052737325753,0,161,"(np.int64(228), np.int64(229), np.int64(229))",62.71056841709015,White,warm,zara,33700.0,208.0,2025-07-13,33908.0
zara_34700_193_15092024(1).png,1060,1374,3,81.14082694790036,60.0,52.91309452731094,7,243,42.0,44.94976930048612,31.59839763485813,0,249,"(np.int64(33), np.int64(35), np.int64(45))",48.12467386229436,Blue,cool,zara,34700.0,193.0,2024-09-15,34893.0
zara_35100_259_19052025.png,1060,1372,3,140.21222702018812,182.0,81.2390863623654,0,238,1.0,2.9307002585400737,6.21496593228415,0,170,"(np.int64(217), np.int64(217), np.int64(217))",40.51116673084328,White,warm,zara,35100.0,259.0,2025-05-19,35359.0
zara_35200_578_23072024(1).png,1060,1372,3,123.24298022443479,135.0,72.89771959886784,2,253,43.0,43.49202170086363,30.71726534324117,0,255,"(np.int64(29), np.int64(32), np.int64(34))",31.37569448264481,Black,warm,zara,35200.0,578.0,2024-07-23,35778.0
zara_35499_427_20062025.png,1058,1370,3,201.77746333117162,219.0,34.76198266789342,0,250,5.0,16.48531315110455,29.115688376017225,0,255,"(np.int64(223), np.int64(222), np.int64(224))",64.1199481186097,White,warm,zara,35499.0,427.0,2025-06-20,35926.0
zara_35500_512_26062025.png,1062,1374,3,187.80824951959582,203.0,50.89471263880636,3,242,73.0,68.64559604382711,30.342921241683076,0,255,"(np.int64(225), np.int64(203), np.int64(160))",49.58593409485275,Orange,warm,zara,35500.0,512.0,2025-06-26,36012.0
zara_35700_213_12072025.png,1060,1376,3,170.30908018867925,208.0,55.56170108892116,0,255,8.0,45.0413291191312,57.938128525891464,0,255,"(np.int64(208), np.int64(212), np.int64(212))",52.764644580956556,White,warm,zara,35700.0,213.0,2025-07-12,35913.0
zara_36000_209_02102024(1).png,1058,1374,3,138.03984681762023,151.0,46.58902365776265,1,244,54.0,58.02990867391442,30.979610239900346,0,255,"(np.int64(181), np.int64(153), np.int64(147))",33.83825459588414,Red,warm,zara,36000.0,209.0,2024-10-02,36209.0
zara_36400_233_17062025.png,1056,1370,3,113.55899413846494,108.0,54.339427367503106,21,227,24.0,31.598111590356115,27.05014027795831,0,246,"(np.int64(55), np.int64(49), np.int64(52))",31.033233797832338,Gray,warm,zara,36400.0,233.0,2025-06-17,36633.0
zara_36800_620_15062024(1).png,1062,1372,3,131.00054149989293,155.0,74.50429520404914,5,249,34.0,45.30061754322391,29.67725081355641,0,255,"(np.int64(36), np.int64(38), np.int64(34))",30.76364524825265,Black,warm,zara,36800.0,620.0,2024-06-15,37420.0
zara_37000_795_23042024(1).png,1062,1368,3,51.94060431603176,40.0,34.944164085631925,15,255,48.0,62.6668635257321,48.21464740916292,0,215,"(np.int64(28), np.int64(31), np.int64(32))",45.42144359643616,Black,warm,zara,37000.0,795.0,2024-04-23,37795.0
zara_37500_219_15062025.png,1062,1372,3,118.70440694437582,112.0,60.19412228658702,0,255,40.0,41.73122114059506,27.913455750237077,0,255,"(np.int64(159), np.int64(153), np.int64(143))",24.913730625422083,Gray,warm,zara,37500.0,219.0,2025-06-15,37719.0
zara_37600_455_24062025.png,1056,1370,3,160.9917240378235,166.0,36.93982950134911,0,241,13.0,18.822006331563813,26.31640569878777,0,255,"(np.int64(125), np.int64(123), np.int64(115))",30.737876023003764,Gray,warm,zara,37600.0,455.0,2025-06-24,38055.0
zara_38100_548_04072024(1).png,1056,1366,3,130.34761344225564,126.0,62.96359577895252,13,254,51.0,62.49810675384889,42.091886790845635,0,206,"(np.int64(71), np.int64(84), np.int64(127))",26.452066418208435,Blue,cool,zara,38100.0,548.0,2024-07-04,38648.0
zara_39100_448_08062024(1).png,1340,1002,3,113.69760479041916,110.0,54.52320328949094,0,242,67.0,60.12332499180743,31.418409033294225,0,255,"(np.int64(131), np.int64(149), np.int64(170))",27.814147823755476,Blue,cool,zara,39100.0,448.0,2024-06-08,39548.0
zara_40400_792_22052024(1).png,1060,1376,3,151.2330181823168,162.0,64.11007233313185,6,253,57.0,54.704056740895126,39.11045192191865,0,250,"(np.int64(220), np.int64(225), np.int64(229))",27.403877797279506,White,warm,zara,40400.0,792.0,2024-05-22,41192.0
zara_40500_205_10072025.png,1060,1374,3,101.78122682705775,96.0,48.11094969988537,6,249,77.0,72.41794787289555,29.55384863717949,0,255,"(np.int64(94), np.int64(72), np.int64(60))",27.614457169536678,Orange,warm,zara,40500.0,205.0,2025-07-10,40705.0
zara_40700_512_11062024(1).png,1054,1370,3,106.1032749761077,96.0,73.12959019213955,10,255,54.0,52.603350461917756,32.063305656148806,0,195,"(np.int64(30), np.int64(38), np.int64(36))",39.023878447069904,Cyan,warm,zara,40700.0,512.0,2024-06-11,41212.0
zara_43900_350_22082024(1).png,1060,1370,3,74.03590689987605,48.0,56.54712620649802,0,248,41.0,40.16161547996144,19.20381504559772,0,255,"(np.int64(35), np.int64(39), np.int64(39))",49.42225588761879,Black,warm,zara,43900.0,350.0,2024-08-22,44250.0
zara_44100_289_19062025.png,1060,1370,3,100.66780471009503,104.0,61.070183448154786,3,255,46.0,50.36704930450351,27.82695013382455,0,255,"(np.int64(38), np.int64(30), np.int64(28))",37.46942569893954,Red,warm,zara,44100.0,289.0,2025-06-19,44389.0
zara_44900_2694_05012024(1).png,1408,906,3,187.3939981875878,213.0,57.814978585922695,0,239,14.0,29.789029575556892,31.47542525549937,0,255,"(np.int64(222), np.int64(230), np.int64(233))",48.04593430162553,White,warm,zara,44900.0,2694.0,2024-01-05,47594.0
zara_45900_193_09072025.png,1064,1372,3,133.86814498893006,132.0,26.211041288701587,12,242,4.0,3.5766039095552293,4.821567068649863,0,191,"(np.int64(132), np.int64(132), np.int64(131))",56.590455731164646,Gray,warm,zara,45900.0,193.0,2025-07-09,46093.0
zara_46000_470_16072024(1).png,1062,1374,3,208.95790809683194,245.0,76.98686200840568,0,253,7.0,26.984152830204195,47.92820929512158,0,255,"(np.int64(240), np.int64(246), np.int64(244))",81.43248162676777,White,warm,zara,46000.0,470.0,2024-07-16,46470.0
zara_46500_334_22072024(1).png,1064,1372,3,115.99930264801947,119.0,29.468541632941605,3,198,16.0,22.24347927946689,19.451756472940993,0,255,"(np.int64(130), np.int64(138), np.int64(132))",34.236625638440124,Gray,warm,zara,46500.0,334.0,2024-07-22,46834.0
zara_48100_1018_22022024(1).png,1058,1372,3,79.34004006679636,65.0,38.6993041700032,31,227,148.0,122.58049664640363,57.87258283932714,11,246,"(np.int64(61), np.int64(44), np.int64(24))",45.231527663725494,Orange,warm,zara,48100.0,1018.0,2024-02-22,49118.0
